timestamp,cpu_usage_system,cpu_usage_total,cpu_usage_user,memory_usage,memory_working_set,rx_bytes,tx_bytes
1650269873,0.0,0.001256127,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269874,0.0,0.001158262,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269875,0.0,0.001158262,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269876,0.0,0.000844616,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269877,0.0,0.000844616,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269878,0.0,0.000401488,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269879,0.0,0.000401488,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269880,0.0,0.000496787,0.0,0.002618849277496338,0.002618342638015747,192.5,95.0
1650269881,0.0,0.001166006,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269882,0.0,0.001166006,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269883,0.0,0.0003921575,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269884,0.0,0.0003921575,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269885,0.0,0.0003775265,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269886,0.0,0.000880366,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269887,0.0,0.000880366,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269888,0.0,0.000328049,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269889,0.0,0.000568014,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269890,0.0,0.000866216,0.0,0.002618849277496338,0.002618342638015747,385.0,190.0
1650269891,0.0,0.00090834,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269892,0.0,0.00090834,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269893,0.0,0.000440612,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269894,0.0,0.000733336,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269895,0.0,0.000733336,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269896,0.0,0.000508099,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269897,0.0,0.000518267,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269898,0.0,0.000653529,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269899,0.0,0.000653529,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269900,0.0,0.0006756945,0.0,0.002618849277496338,0.002618342638015747,192.5,95.0
1650269901,0.0,0.0006756945,0.0,0.002618849277496338,0.002618342638015747,192.5,95.0
1650269902,0.0,0.00044802,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269903,0.0,0.00044802,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269904,0.0,0.0004434385,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269905,0.0,0.0004434385,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269906,0.0,0.000547827,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269907,0.0,0.000547827,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269908,0.0,0.000490908,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269909,0.0,0.000509486,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269910,0.0,0.001102791,0.0,0.002618849277496338,0.002618342638015747,385.0,190.0
1650269911,0.0,0.001102791,0.0,0.002618849277496338,0.002618342638015747,385.0,190.0
1650269912,0.0,0.000396105,0.005,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269913,0.0,0.000396105,0.005,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269914,0.0,0.0004090155,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269915,0.0,0.000879118,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269916,0.0,0.000879118,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269917,0.0,0.000430617,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269918,0.0,0.000430617,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269919,0.005,0.0004450605,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269920,0.0,0.001027937,0.0,0.002618849277496338,0.002618342638015747,385.0,190.0
1650269921,0.0,0.001027937,0.0,0.002618849277496338,0.002618342638015747,385.0,190.0
1650269922,0.0,0.0002985295,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269923,0.0,0.0002985295,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269924,0.0,0.0004050355,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
1650269925,0.0,0.000788711,0.0,0.002618849277496338,0.002618342638015747,0.0,0.0
